T_AmpSpecial_V6,T_Area_V6,T_AmpSpecial_V5,T_AmpSpecial_aVR,T_Area_aVR,T+_Amp_V5,T_Area_I,T+_Amp_II,T_Area_II,T_Area_V5,T_AmpSpecial_I,QRS_Balance_II,T_AmpSpecial_II,T+_Dur_V5,T_Area_V4,T_AmpSpecial_V4,R_AxisFrontal_Global,ST_Amp18_aVR,QRS_Area_II,QRS_Area_V1,ST_Amp18_V5,ST_AmpMax_V6,T+_Dur_I,T-_Dur_aVR,QRS_Balance_aVR,S_Dur_V2,T+_Dur_V6,R_Amp_II,QRS_Dur_Global,ST_Amp116_V6,R_Area_V2,QRS_Area_V6,Q_Area_III,QRS_Balance_aVF,ST_Amp18_I,QRS_Area_aVR,T+_Amp_V4,QRS_Area_V5,S_Area_V2,T_Dur_V6,ST_Amp116_I,S_Area_V1,ST_Amp116_aVR,ST_AmpMax_I,ST_AmpMin_V6,QRS_Balance_V5,T+_Dur_V4,Q_Area_aVF,R_Area_V6,S_Amp_V2
0.4660459436615563,0.2869098830356276,0.2975811282991852,-0.2868907427127827,-0.1767630495090014,-0.1272085892387639,0.1165872883894566,-0.144387743196702,0.1944945836094763,-0.0074120636892868,0.567626438543786,-0.2601576579943592,0.6691152239912965,0.7243977393048779,-0.3960211445233357,-0.1258136628904758,-0.1476581685177826,0.2230522078885199,-0.131273449564429,0.150946821672869,-0.1601208057729039,0.520606293003667,0.7258566813985953,0.6703192016704388,0.3610748321532123,0.0125232167867602,0.7610064760554641,-0.7565385322598572,-0.9284440660889488,0.4481522986797279,-0.3643301801551497,-0.3641947594144428,-0.3269369910996841,-0.1352012112204593,-0.2127776302525505,0.2991360962976059,-0.1030527972175076,-0.4818938601270289,0.0365100676426535,0.7123548050862616,0.524015902990784,-0.044918629023003,-0.4677156299610364,-0.0945071803593885,0.7577289082686312,-0.722219472776655,0.6463485147701422,-0.2178330467265839,-0.6100213852305114,-0.3366675434810103
-0.1401429734498692,0.1966768905497207,-0.1259007590256086,-0.6419161730090762,-1.080051681736795,-0.1306112021272092,1.8360647499931648,-0.1485360832600567,0.0758790925449519,-0.0741351433656885,1.0407650197658462,-0.4729447366829435,-0.3020121744018205,0.58579351319588,-0.8526012217836507,-0.4635477920348242,0.4943610167139445,-1.016485580298339,-0.788054222676221,2.447702135731478,0.02329464225997,0.4447376294288756,0.5886419369277388,0.5254810070887457,1.2257858161352064,-0.3496378252530359,0.6307868667740334,-0.1297156940460648,1.277841488741332,0.7161257542969116,1.6429066797466434,-0.982859475015204,-0.3269369910996841,-0.0155997274501084,1.326595526026165,1.863917516790084,-0.1090179532854064,-0.7363004289542767,-0.7691061844841787,0.5289896877721043,1.4690161146248,-1.104077963163346,-1.192230878108114,1.493490616659364,0.3888031811092182,-0.464485051863719,-0.958016402947571,-0.2178330467265839,-0.7689627705865542,1.1939360355206388
0.3769005146745819,-0.1612473129777095,0.3649532467372206,-0.375647100286856,0.1159304762826402,-0.1269583971146135,0.5331297736806216,-0.1490358832676898,-0.6888122647433659,-0.2600065796070933,1.0038010681078728,-0.5306160010004104,0.0402704332285403,-0.6339236765633012,-0.8243929698839474,-0.2297318564733522,0.8400636549156437,0.139299654632651,-0.6720799225914251,3.0656598801148185,-0.4260732054205711,-0.2836015408891214,-0.6188478144157978,-0.7490951052301543,1.2413381719622203,-0.711798867292832,-0.5151456949025571,-0.3134830321569358,1.0572129332583038,-0.1592542007192217,2.060215565953883,-1.1783441966412973,0.0475957100239858,-0.024943593369667,0.621648940440585,1.8927282218854575,-0.106007500690392,-1.0706633479843737,-0.7223619750126361,-1.0846233445924802,0.4166295153051004,-1.104077963163346,0.3817160402803646,0.609264570592104,-0.4655511344178434,-0.5613134530906784,-1.5676750716803018,-0.2178330467265839,-0.7826217958905891,1.108450197331717
-1.4416662366596944,-1.5488302196498769,-1.6706471889262775,1.701251666946461,1.4477560410092014,-0.1386673885248519,-1.3189966341318802,-0.1563329633791329,-1.2642235830989317,-1.7406234905215314,-1.2583927733601026,-2.073819487564349,-1.1218984205861735,-2.1585701637622776,-1.254732812818957,-1.6023179967138452,-1.999636587455457,0.7088170167725593,-1.653588735940646,0.1145963661209078,-1.0130026391257678,-1.102983107496868,-2.1282100035952185,-2.3423152456287792,1.7296821449304691,-2.3415235564719143,-1.9475613969982952,-1.5671287085845202,0.1746987113261915,-1.0346341557353549,-0.8987121475608011,0.0489888567497999,-0.3269369910996841,-1.7759840666949611,-0.6443775806110689,1.2390853500341694,-0.1149831093533052,0.0332794417481475,-0.9982105197953194,0.3456245704579469,-0.6357570840145993,-1.104077963163346,0.631548884469012,-0.7080517837529975,-0.8538940051119623,-0.520018987861534,-2.690730514082701,-0.2178330467265839,-0.1232633925776301,1.5779438483375416
-0.1460860020490008,-0.4088867479112538,-0.0104056988461194,0.4054088463649897,0.3848163947132393,-0.1308613942513596,0.0384855723973631,-0.1514849033050919,-0.7077402686366409,-0.3616798438758959,0.2497364542852143,0.1276318779334347,-0.3497725382572197,-0.0379255042946103,-0.0798263209034049,0.2335700899169718,-0.04888598617444,0.3068047611443887,0.1482856527452371,-0.1079574433808953,-0.4260732054205711,-0.5870761951882868,0.2044406524093408,0.1199340622600047,-0.4289848438591131,0.0577933470417347,-0.1765747107708371,-0.2656531770321886,-0.3768726773813786,-0.4272276563364053,-0.0489881711207193,-0.0487535040632468,-0.3269369910996841,-0.1352012112204593,0.1325023300342641,-0.1114164513114676,-0.0962514043176603,-0.1993208497510503,0.3752613140598817,-0.6078740395756711,-0.3135979209575484,0.3656596983563779,0.631548884469012,-0.0042800328015048,-0.1937111249319602,-0.1497927478761009,0.0366898460374112,-0.2178330467265839,-0.253644997752509,-0.8265149654841976
0.3174702286832657,0.2788891725924359,0.2494581865577313,-0.3312689214998194,-0.3168077986916052,-0.1257574749186916,0.0087325377337084,-0.1429383231745661,0.5642215929914518,0.1617786026330174,0.2127725026272408,0.2747930351573155,0.5497143143527985,0.4749101323086817,0.0172625461002253,0.2379000146495917,0.8400636549156437,-0.3464651542513882,-0.0421563558150594,0.2874464915006417,0.1975393178912003,0.3081740349942511,0.4788701413510537,0.4096104514233911,0.2522083413641123,0.1936037378066583,0.5266111793488888,0.3007530020766598,-0.7078155106059207,0.358827813474,-0.1660612523191306,-0.520804678444438,-0.295878181738209,0.5319508154360295,0.1325023300342641,0.5080137082390644,-0.0964744008061799,-0.4228351923635607,-0.1845150215869859,0.3822975939207784,0.1159476297851861,-0.1283617994834777,-0.3427992078667127,-0.0042800328015048,0.2917174634356884,-0.4004074334047017,0.3575628295809538,-0.140572277728919,-0.6981841849201913,0.0609094500008008
0.6443368016355049,0.4563473911480527,0.9520531359829576,-0.5975379942220396,-0.6655192241562883,-0.1199029792135724,0.3905631492506098,-0.142438523166933,0.8001907081942823,0.6344004170075295,0.6785182935177064,0.7202538354025763,0.780556072987228,0.9461645010792744,1.0183274856106286,1.8443020904515568,0.0498861961689026,-0.1119580051349554,0.2483897854500083,0.16504189627465,-0.0684130817564669,-0.0711692828797056,0.9454002725519656,0.902060313001148,-0.8395670376922901,-0.7570689975478065,0.9693578509057532,0.6557008743182046,-0.4871869551228926,0.358827813474,1.880829393149866,-0.1376101957114709,-0.3269369910996841,0.3861865070909143,-0.0113643200852419,-0.3599087827590649,-0.0779656922590545,0.4030775614363255,-0.6034816398134043,1.005738992788913,0.3092431276194167,0.5059959395853579,-0.3427992078667127,-0.1847343279172721,0.6606431905951015,0.8569378354689032,0.9030469016049762,-0.2178330467265839,-0.2722709413489204,0.5711106430013506
0.5789634870450571,0.3791480531323322,0.4130761884786745,-0.375647100286856,-0.5282753699573365,-0.1264580128663127,-0.011102818708728,-0.1407392031409805,0.9617096747502308,0.2300903270636192,0.1684157606376727,1.1776466213686922,1.361640499894585,1.0016061915228736,0.0441587862836634,0.4673860254784439,1.111687156359836,0.3905573144002576,0.656131008906028,-0.1495008211545653,-0.2426577573876971,-0.147037946454497,1.000286170340308,0.9599955908338252,-0.5502932193098246,-0.3043676949980614,1.0214456946183257,1.19693344546666,-1.0387583438304628,0.019394769692234,-0.2661398539887402,0.0456567308129913,-0.3269369910996841,1.361686109092839,-0.2127776302525505,-0.1366258182699195,-0.0970318920274788,0.1686600801597901,-0.3241705609957921,1.079085039714576,0.1159476297851861,0.4709118792781129,0.2567996181860409,-0.1847343279172721,0.2917174634356884,0.4055466121020484,0.9672214983136848,-0.2178330467265839,-0.1021539898350308,0.2400226347775897
-0.0807126874585529,-0.0309107682758441,-0.1259007590256086,0.2722743100038796,-0.1529554421479587,-0.1318621627479612,-0.0941633738114305,-0.1468367632341042,0.3736796871324815,-0.1591276377153907,0.0353455346689682,-0.5425479867212656,0.0482304938711069,0.973885346301074,-0.3205804708380825,-0.2730311037995508,-0.04888598617444,-0.1119580051349554,-0.407170205555628,0.2318080391251909,-0.2059746677811224,-0.147037946454497,0.9728432214461368,0.9310279519174866,0.908517757264115,-0.2590975647430868,0.9954017727620394,-0.9302364271865708,-0.7078155106059207,0.1087192548979619,0.120956624167297,-0.645204046751952,0.2101977119752377,0.0030880043890089,-0.083297645144995,0.8465394931097042,-0.1052270129805735,-0.580022108103253,-0.1556605712959102,1.0424120162517447,0.4166295153051004,-0.1312064530219029,-0.4677156299610364,-0.1847343279172721,0.3888031811092182,-0.776329461697603,0.9351341999593306,-0.063311508731254,-0.9303876150887852,-0.1182037347759877
0.7572543450190058,1.4208378219418565,0.6248171321410714,-2.5413022250942467,-2.2242172825586675,-0.1120469465152501,2.025740345973963,-0.1329423230219043,1.947227744126759,1.2460286473745452,0.8263741001496002,1.60520944303267,0.5497143143527985,0.1422599896470868,1.1062322706004015,0.3851174555586666,1.185766293117343,-3.7970703483931847,0.8673263132709721,-0.7437194925243799,1.995010708613365,2.6752763385277416,0.1495547546209982,0.0619987844273274,-0.8395670376922901,0.2388738680616328,0.214084117073455,1.6525757495497782,-0.4871869551228926,1.5021812241073167,-0.26425157848554,0.3455480651257482,-0.2575114172328575,1.5896764375300705,3.2256353076036457,-0.3166927251160045,-0.0790806747016524,0.4585018496451189,1.539826927807695,-0.0577786876331991,1.8985616653675343,1.1906092244997066,-2.166578970443839,3.875487312187493,1.2431574966362795,0.7814686403949497,-0.0274847506712973,-0.1573680970762374,0.2070366738653964,-2.4426043826747685
